,metric,year,value
2046,sea-level,2006.369,38.5
2047,sea-level,2006.3962,39.3
2048,sea-level,2006.4233,39.9
2049,sea-level,2006.4506,40.3
2050,sea-level,2006.4777,40.6
2051,sea-level,2006.5049,40.7
2052,sea-level,2006.5321,40.6
2053,sea-level,2006.5592,40.2
2054,sea-level,2006.5864,39.7
2055,sea-level,2006.6135,39.4
2056,sea-level,2006.6407,39.5
2057,sea-level,2006.6678,39.9
2058,sea-level,2006.6951,40.3
2059,sea-level,2006.7222,40.5
2060,sea-level,2006.7494,40.5
2061,sea-level,2006.7765,40.6
2062,sea-level,2006.8037,40.8
2063,sea-level,2006.8309,40.8
2064,sea-level,2006.8853,40.3
2065,sea-level,2006.9124,40.0
2066,sea-level,2006.9396,39.9
2067,sea-level,2006.9667,39.7
2068,sea-level,2006.9939,39.5
2069,sea-level,2007.021,39.3
2070,sea-level,2007.0482,38.9
2071,sea-level,2007.0753,39.0
2072,sea-level,2007.1025,39.3
2073,sea-level,2007.1298,39.7
2074,sea-level,2007.1569,40.1
2075,sea-level,2007.1841,40.2
2076,sea-level,2007.2112,40.3
2077,sea-level,2007.2384,40.5
2078,sea-level,2007.2655,40.7
2079,sea-level,2007.2927,40.8
2080,sea-level,2007.3198,40.7
2081,sea-level,2007.347,40.4
2082,sea-level,2007.3741,40.2
2083,sea-level,2007.4014,40.1
2084,sea-level,2007.4286,40.1
2085,sea-level,2007.4557,39.9
2086,sea-level,2007.4829,39.6
2087,sea-level,2007.51,39.2
2088,sea-level,2007.5372,38.7
2089,sea-level,2007.5643,38.2
2090,sea-level,2007.5916,37.9
2091,sea-level,2007.6187,37.7
2092,sea-level,2007.6459,37.4
2093,sea-level,2007.673,37.2
2094,sea-level,2007.7002,37.1
2095,sea-level,2007.7274,37.3
2096,sea-level,2007.7545,37.7
2097,sea-level,2007.7817,38.1
2098,sea-level,2007.8088,38.6
2099,sea-level,2007.836,39.3
2100,sea-level,2007.8632,39.9
2101,sea-level,2007.8904,40.3
2102,sea-level,2007.9175,40.3
2103,sea-level,2007.9447,39.8
2104,sea-level,2007.9718,39.3
2105,sea-level,2007.999,38.9
2106,sea-level,2008.0261,38.8
2107,sea-level,2008.0532,38.9
2108,sea-level,2008.0803,38.8
2109,sea-level,2008.1074,38.6
2110,sea-level,2008.1345,38.4
2111,sea-level,2008.1616,38.3
2112,sea-level,2008.1887,38.4
2113,sea-level,2008.2158,38.6
2114,sea-level,2008.2428,38.6
2115,sea-level,2008.2699,38.7
2116,sea-level,2008.297,39.0
2117,sea-level,2008.3241,39.6
2118,sea-level,2008.3512,40.7
2119,sea-level,2008.3783,42.0
2120,sea-level,2008.4054,43.2
2121,sea-level,2008.4325,44.0
2122,sea-level,2008.4596,44.4
2123,sea-level,2008.4867,44.3
2124,sea-level,2008.5138,44.0
2125,sea-level,2008.5409,43.5
2126,sea-level,2008.568,42.9
2127,sea-level,2008.5951,42.4
2128,sea-level,2008.6222,41.9
2129,sea-level,2008.6493,41.6
2130,sea-level,2008.6763,41.3
2131,sea-level,2008.7034,41.2
2132,sea-level,2008.7305,41.3
2133,sea-level,2008.7576,41.6
2134,sea-level,2008.7847,41.8
2135,sea-level,2008.8118,42.0
2136,sea-level,2008.8389,42.3
2137,sea-level,2008.866,42.5
2138,sea-level,2008.8931,42.8
2139,sea-level,2008.9202,42.8
2140,sea-level,2008.9473,42.6
2141,sea-level,2008.9744,42.4
2142,sea-level,2009.0015,42.2
2143,sea-level,2009.0286,42.3
2144,sea-level,2009.0558,42.4
2145,sea-level,2009.0829,42.6
2146,sea-level,2009.1101,42.9
2147,sea-level,2009.1372,43.3
2148,sea-level,2009.1644,43.8
2149,sea-level,2009.1917,44.3
2150,sea-level,2009.2188,44.6
2151,sea-level,2009.246,44.8
2152,sea-level,2009.2731,44.8
2153,sea-level,2009.3003,44.8
2154,sea-level,2009.3274,44.7
2155,sea-level,2009.3546,44.7
2156,sea-level,2009.3817,44.7
2157,sea-level,2009.4089,44.8
2158,sea-level,2009.436,44.9
2159,sea-level,2009.4633,44.9
2160,sea-level,2009.4905,45.1
2161,sea-level,2009.5176,45.3
2162,sea-level,2009.5448,45.8
2163,sea-level,2009.5719,46.2
2164,sea-level,2009.5991,46.5
2165,sea-level,2009.6262,46.8
2166,sea-level,2009.6534,47.1
2167,sea-level,2009.6805,47.4
2168,sea-level,2009.7078,47.9
2169,sea-level,2009.7349,48.4
2170,sea-level,2009.7621,48.9
2171,sea-level,2009.7893,49.5
2172,sea-level,2009.8164,49.9
2173,sea-level,2009.8436,50.2
2174,sea-level,2009.8707,50.1
2175,sea-level,2009.898,49.7
2176,sea-level,2009.925,49.3
2177,sea-level,2009.9523,49.0
2178,sea-level,2009.9794,48.7
2179,sea-level,2010.0066,48.4
2180,sea-level,2010.0337,48.2
2181,sea-level,2010.0609,48.1
2182,sea-level,2010.0881,48.4
2183,sea-level,2010.1152,49.1
2184,sea-level,2010.1425,49.7
2185,sea-level,2010.1696,49.8
2186,sea-level,2010.1968,49.5
2187,sea-level,2010.2239,49.0
2188,sea-level,2010.2511,48.7
2189,sea-level,2010.2782,48.6
2190,sea-level,2010.3054,48.8
2191,sea-level,2010.3325,49.2
2192,sea-level,2010.3597,49.8
2193,sea-level,2010.387,50.6
2194,sea-level,2010.4141,51.1
2195,sea-level,2010.4413,51.4
2196,sea-level,2010.4684,51.2
2197,sea-level,2010.4956,50.7
2198,sea-level,2010.5227,49.8
2199,sea-level,2010.5499,48.8
2200,sea-level,2010.577,47.6
2201,sea-level,2010.6042,46.4
2202,sea-level,2010.6313,45.3
2203,sea-level,2010.6586,44.4
2204,sea-level,2010.6858,43.8
2205,sea-level,2010.7129,43.5
2206,sea-level,2010.7401,43.4
2207,sea-level,2010.7672,43.6
2208,sea-level,2010.7944,43.8
2209,sea-level,2010.8215,43.8
2210,sea-level,2010.8488,43.6
2211,sea-level,2010.8759,43.2
2212,sea-level,2010.9031,43.0
2213,sea-level,2010.9302,42.9
2214,sea-level,2010.9574,43.1
2215,sea-level,2010.9846,43.2
2216,sea-level,2011.0117,43.3
2217,sea-level,2011.039,43.3
2218,sea-level,2011.066,43.4
2219,sea-level,2011.0933,43.5
2220,sea-level,2011.1204,43.5
2221,sea-level,2011.1476,43.3
2222,sea-level,2011.1747,43.0
2223,sea-level,2011.2019,42.5
2224,sea-level,2011.229,42.1
2225,sea-level,2011.2562,42.0
2226,sea-level,2011.2834,42.1
2227,sea-level,2011.3105,42.4
2228,sea-level,2011.3378,43.0
2229,sea-level,2011.3649,43.9
2230,sea-level,2011.3921,45.0
2231,sea-level,2011.4192,46.1
2232,sea-level,2011.4464,47.1
2233,sea-level,2011.4735,47.6
2234,sea-level,2011.5007,47.8
2235,sea-level,2011.5278,47.7
2236,sea-level,2011.555,47.8
2237,sea-level,2011.5823,48.0
2238,sea-level,2011.6094,48.4
2239,sea-level,2011.6366,48.7
2240,sea-level,2011.6637,48.7
2241,sea-level,2011.6909,48.6
2242,sea-level,2011.718,48.5
2243,sea-level,2011.7452,48.6
2244,sea-level,2011.7723,48.6
2245,sea-level,2011.7996,48.5
2246,sea-level,2011.8267,48.2
2247,sea-level,2011.8539,48.0
2248,sea-level,2011.8811,48.2
2249,sea-level,2011.9082,48.8
2250,sea-level,2011.9354,49.4
2251,sea-level,2011.9625,50.2
2252,sea-level,2011.9897,50.9
2253,sea-level,2012.0168,51.7
2254,sea-level,2012.044,52.5
2255,sea-level,2012.071,53.1
2256,sea-level,2012.0981,53.5
2257,sea-level,2012.1252,53.6
2258,sea-level,2012.1523,53.4
2259,sea-level,2012.1793,53.2
2260,sea-level,2012.2064,53.0
2261,sea-level,2012.2335,53.0
2262,sea-level,2012.2606,53.3
2263,sea-level,2012.2877,53.6
2264,sea-level,2012.3148,54.0
2265,sea-level,2012.3419,54.4
2266,sea-level,2012.369,54.9
2267,sea-level,2012.3961,55.6
2268,sea-level,2012.4232,56.4
2269,sea-level,2012.4503,57.2
2270,sea-level,2012.4774,57.9
2271,sea-level,2012.5045,58.6
2272,sea-level,2012.5316,59.0
2273,sea-level,2012.5587,59.0
2274,sea-level,2012.5858,58.8
2275,sea-level,2012.6128,58.3
2276,sea-level,2012.6399,58.0
2277,sea-level,2012.667,58.1
2278,sea-level,2012.6941,58.6
2279,sea-level,2012.7212,59.1
2280,sea-level,2012.7483,59.5
2281,sea-level,2012.7754,59.7
2282,sea-level,2012.8025,59.8
2283,sea-level,2012.8296,59.8
2284,sea-level,2012.8567,60.0
2285,sea-level,2012.8838,60.4
2286,sea-level,2012.9109,60.8
2287,sea-level,2012.938,61.1
2288,sea-level,2012.9651,61.2
2289,sea-level,2012.9922,61.2
2290,sea-level,2013.0193,61.3
2291,sea-level,2013.0465,61.4
2292,sea-level,2013.0736,61.5
2293,sea-level,2013.1008,61.5
2294,sea-level,2013.1279,61.5
2295,sea-level,2013.1552,61.5
2296,sea-level,2013.1823,61.4
2297,sea-level,2013.2095,61.2
2298,sea-level,2013.2366,60.8
2299,sea-level,2013.2638,60.2
2300,sea-level,2013.2909,59.6
2301,sea-level,2013.3181,59.1
2302,sea-level,2013.3453,58.7
2303,sea-level,2013.3724,58.4
2304,sea-level,2013.3997,58.1
2305,sea-level,2013.4268,58.0
2306,sea-level,2013.454,57.9
2307,sea-level,2013.4811,57.9
2308,sea-level,2013.5083,57.8
2309,sea-level,2013.5354,57.6
2310,sea-level,2013.5626,57.4
2311,sea-level,2013.5897,57.0
2312,sea-level,2013.617,56.7
2313,sea-level,2013.644,56.6
2314,sea-level,2013.6713,56.7
2315,sea-level,2013.6985,57.0
2316,sea-level,2013.7256,57.3
2317,sea-level,2013.7528,57.7
2318,sea-level,2013.7799,58.2
2319,sea-level,2013.8071,58.8
2320,sea-level,2013.8342,59.3
2321,sea-level,2013.8615,59.7
2322,sea-level,2013.8885,59.7
2323,sea-level,2013.9158,59.5
2324,sea-level,2013.9429,59.3
2325,sea-level,2013.9701,59.3
2326,sea-level,2013.9973,59.6
2327,sea-level,2014.0244,60.1
2328,sea-level,2014.0516,60.8
2329,sea-level,2014.0787,61.5
2330,sea-level,2014.106,62.1
2331,sea-level,2014.133,62.7
2332,sea-level,2014.1603,63.0
2333,sea-level,2014.1874,63.0
2334,sea-level,2014.2146,62.8
2335,sea-level,2014.2417,62.2
2336,sea-level,2014.2689,61.4
2337,sea-level,2014.2961,60.7
2338,sea-level,2014.3232,60.2
2339,sea-level,2014.3505,60.0
2340,sea-level,2014.3776,60.2
2341,sea-level,2014.4048,60.6
2342,sea-level,2014.4319,61.2
2343,sea-level,2014.4591,61.9
2344,sea-level,2014.4862,62.5
2345,sea-level,2014.5134,63.0
2346,sea-level,2014.5405,63.3
2347,sea-level,2014.5677,63.6
2348,sea-level,2014.595,63.8
2349,sea-level,2014.6221,63.8
2350,sea-level,2014.6493,63.7
2351,sea-level,2014.6764,63.4
2352,sea-level,2014.7036,63.1
2353,sea-level,2014.7307,62.9
2354,sea-level,2014.7579,63.0
2355,sea-level,2014.785,63.1
2356,sea-level,2014.8123,63.2
2357,sea-level,2014.8394,63.0
2358,sea-level,2014.8666,63.0
2359,sea-level,2014.8938,63.3
2360,sea-level,2014.9209,63.9
2361,sea-level,2014.9481,64.6
2362,sea-level,2014.9752,65.1
2363,sea-level,2015.0024,65.5
2364,sea-level,2015.0295,66.0
2365,sea-level,2015.0568,66.8
2366,sea-level,2015.0839,67.8
2367,sea-level,2015.1111,68.9
2368,sea-level,2015.1382,69.6
2369,sea-level,2015.1654,69.9
2370,sea-level,2015.1926,70.0
2371,sea-level,2015.2197,70.1
2372,sea-level,2015.247,70.2
2373,sea-level,2015.274,70.3
2374,sea-level,2015.3013,70.4
2375,sea-level,2015.3284,70.5
2376,sea-level,2015.3556,70.7
2377,sea-level,2015.3827,71.2
2378,sea-level,2015.4099,71.9
2379,sea-level,2015.437,72.9
2380,sea-level,2015.4642,73.8
2381,sea-level,2015.4915,74.6
2382,sea-level,2015.5186,75.2
2383,sea-level,2015.5458,75.5
2384,sea-level,2015.5729,75.7
2385,sea-level,2015.6001,75.9
2386,sea-level,2015.6272,76.2
2387,sea-level,2015.6544,76.5
2388,sea-level,2015.6815,76.7
2389,sea-level,2015.7087,76.8
2390,sea-level,2015.7358,77.0
2391,sea-level,2015.7631,77.2
2392,sea-level,2015.7903,77.5
2393,sea-level,2015.8174,77.5
2394,sea-level,2015.8446,77.4
2395,sea-level,2015.8717,77.0
2396,sea-level,2015.8989,76.6
2397,sea-level,2015.926,76.1
2398,sea-level,2015.9532,75.7
2399,sea-level,2015.9803,75.5
2400,sea-level,2016.0076,75.8
2401,sea-level,2016.0347,76.5
2402,sea-level,2016.0618,77.2
2403,sea-level,2016.0889,77.8
2404,sea-level,2016.116,78.1
2405,sea-level,2016.143,78.3
2406,sea-level,2016.17,78.3
2407,sea-level,2016.1971,78.2
2408,sea-level,2016.2242,77.8
2409,sea-level,2016.2513,77.1
2410,sea-level,2016.2784,76.3
2411,sea-level,2016.3055,75.4
2412,sea-level,2016.3326,74.7
2413,sea-level,2016.3597,74.2
2414,sea-level,2016.3868,74.1
2415,sea-level,2016.414,74.3
2416,sea-level,2016.441,74.6
2417,sea-level,2016.4681,74.7
2418,sea-level,2016.4952,74.4
2419,sea-level,2016.5223,73.8
2420,sea-level,2016.5493,73.0
2421,sea-level,2016.5764,72.2
2422,sea-level,2016.6035,71.7
2423,sea-level,2016.6306,71.5
2424,sea-level,2016.6577,71.5
2425,sea-level,2016.6848,71.6
2426,sea-level,2016.7119,71.5
2427,sea-level,2016.739,71.5
2428,sea-level,2016.7661,71.7
2429,sea-level,2016.7932,72.2
2430,sea-level,2016.8203,72.9
2431,sea-level,2016.8474,73.7
2432,sea-level,2016.8745,74.3
2433,sea-level,2016.9016,74.5
2434,sea-level,2016.9287,74.3
2435,sea-level,2016.9558,73.7
2436,sea-level,2016.9828,73.1
2437,sea-level,2017.01,72.6
2438,sea-level,2017.0371,72.2
2439,sea-level,2017.0643,72.0
2440,sea-level,2017.0914,71.9
2441,sea-level,2017.1187,72.0
2442,sea-level,2017.1458,72.4
2443,sea-level,2017.173,72.9
2444,sea-level,2017.2001,73.5
2445,sea-level,2017.2273,74.0
2446,sea-level,2017.2545,74.3
2447,sea-level,2017.2816,74.4
2448,sea-level,2017.3088,74.2
2449,sea-level,2017.3359,73.8
2450,sea-level,2017.3632,73.5
2451,sea-level,2017.3903,73.3
2452,sea-level,2017.4175,73.3
2453,sea-level,2017.4446,73.4
2454,sea-level,2017.4718,73.5
2455,sea-level,2017.4989,73.7
2456,sea-level,2017.5261,74.0
2457,sea-level,2017.5533,74.3
2458,sea-level,2017.5804,74.7
2459,sea-level,2017.6077,75.0
2460,sea-level,2017.6348,75.1
2461,sea-level,2017.662,75.2
2462,sea-level,2017.6891,75.0
2463,sea-level,2017.7163,74.8
2464,sea-level,2017.7434,74.5
2465,sea-level,2017.7706,74.4
2466,sea-level,2017.7977,74.7
2467,sea-level,2017.825,75.4
2468,sea-level,2017.8522,76.2
2469,sea-level,2017.8793,76.9
2470,sea-level,2017.9065,77.4
2471,sea-level,2017.9336,77.4
2472,sea-level,2017.9608,77.1
2473,sea-level,2017.9879,76.6
2474,sea-level,2018.0151,76.3
2475,sea-level,2018.0422,76.2
2476,sea-level,2018.0695,76.2
2477,sea-level,2018.0966,76.0
2478,sea-level,2018.1238,75.8
2479,sea-level,2018.151,75.7
2480,sea-level,2018.1781,75.6
2481,sea-level,2018.2053,75.5
2482,sea-level,2018.2324,75.4
2483,sea-level,2018.2596,75.3
2484,sea-level,2018.2867,75.4
2485,sea-level,2018.314,75.6
2486,sea-level,2018.3411,75.9
2487,sea-level,2018.3683,76.3
2488,sea-level,2018.3954,76.6
2489,sea-level,2018.4226,76.8
2490,sea-level,2018.4498,77.0
2491,sea-level,2018.4769,77.0
2492,sea-level,2018.5042,77.2
2493,sea-level,2018.5312,77.4
2494,sea-level,2018.5585,77.5
2495,sea-level,2018.5856,77.5
2496,sea-level,2018.6128,77.7
2497,sea-level,2018.6399,78.1
2498,sea-level,2018.6671,78.7
2499,sea-level,2018.6942,79.4
2500,sea-level,2018.7214,80.0
2501,sea-level,2018.7487,80.5
2502,sea-level,2018.7758,80.7
2503,sea-level,2018.803,80.8
2504,sea-level,2018.8301,80.6
2505,sea-level,2018.8573,80.2
2506,sea-level,2018.8844,79.8
2507,sea-level,2018.9116,79.5
2508,sea-level,2018.9387,79.4
2509,sea-level,2018.966,79.6
2510,sea-level,2018.993,80.1
2511,sea-level,2019.0203,80.7
2512,sea-level,2019.0475,81.4
2513,sea-level,2019.0746,82.0
2514,sea-level,2019.1018,82.4
2515,sea-level,2019.1289,82.7
2516,sea-level,2019.1561,82.9
2517,sea-level,2019.1832,83.2
2518,sea-level,2019.2104,83.2
2519,sea-level,2019.2375,83.2
2520,sea-level,2019.2648,83.2
2521,sea-level,2019.2919,83.4
2522,sea-level,2019.3191,83.8
2523,sea-level,2019.3463,84.3
2524,sea-level,2019.3734,84.6
2525,sea-level,2019.4006,84.8
2526,sea-level,2019.4277,85.0
2527,sea-level,2019.455,85.2
2528,sea-level,2019.482,85.3
2529,sea-level,2019.5093,85.4
2530,sea-level,2019.5364,85.6
2531,sea-level,2019.5636,85.9
2532,sea-level,2019.5907,86.3
2533,sea-level,2019.6179,86.9
2534,sea-level,2019.6451,87.3
2535,sea-level,2019.6722,87.4
2536,sea-level,2019.6995,87.1
2537,sea-level,2019.7266,86.6
2538,sea-level,2019.7538,86.0
2539,sea-level,2019.7809,85.6
2540,sea-level,2019.8081,85.4
2541,sea-level,2019.8352,85.7
2542,sea-level,2019.8624,86.1
2543,sea-level,2019.8895,86.4
2544,sea-level,2019.9167,86.5
2545,sea-level,2019.944,86.3
2546,sea-level,2019.9711,85.7
2547,sea-level,2019.9983,84.9
2548,sea-level,2020.0254,84.0
2549,sea-level,2020.0525,83.3
2550,sea-level,2020.0795,83.0
2551,sea-level,2020.1066,83.2
2552,sea-level,2020.1337,83.7
2553,sea-level,2020.1608,84.3
2554,sea-level,2020.1879,84.8
2555,sea-level,2020.215,85.0
2556,sea-level,2020.2421,84.9
2557,sea-level,2020.2692,85.0
2558,sea-level,2020.2963,85.1
2559,sea-level,2020.3234,85.5
2560,sea-level,2020.3505,85.8
2561,sea-level,2020.3776,85.9
2562,sea-level,2020.4047,85.8
2563,sea-level,2020.4318,85.7
2564,sea-level,2020.4589,85.6
2565,sea-level,2020.486,85.6
2566,sea-level,2020.513,85.7
2567,sea-level,2020.54,85.7
2568,sea-level,2020.5671,85.6
2569,sea-level,2020.5942,85.4
2570,sea-level,2020.6213,85.3
2571,sea-level,2020.6484,85.4
2572,sea-level,2020.6755,85.5
2573,sea-level,2020.7026,85.7
2574,sea-level,2020.7297,85.8
2575,sea-level,2020.7568,86.0
2576,sea-level,2020.7839,86.1
2577,sea-level,2020.811,86.2
2578,sea-level,2020.8381,86.1
2579,sea-level,2020.8652,85.9
2580,sea-level,2020.8923,85.6
2581,sea-level,2020.9194,85.6
2582,sea-level,2020.9464,85.8
2583,sea-level,2020.9735,86.2
2584,sea-level,2021.0006,86.7
2585,sea-level,2021.0278,87.2
2586,sea-level,2021.0549,87.3
2587,sea-level,2021.0822,87.0
2588,sea-level,2021.1094,86.5
2589,sea-level,2021.1365,86.0
2590,sea-level,2021.1637,85.9
2591,sea-level,2021.1908,86.2
2592,sea-level,2021.218,86.9
2593,sea-level,2021.2451,87.6
2594,sea-level,2021.2723,88.2
2595,sea-level,2021.2994,88.5
2596,sea-level,2021.3267,88.6
2597,sea-level,2021.3538,88.6
2598,sea-level,2021.381,88.7
2599,sea-level,2021.4082,88.7
2600,sea-level,2021.4353,88.7
2601,sea-level,2021.4625,88.8
2602,sea-level,2021.4896,89.0
2603,sea-level,2021.5168,89.3
2604,sea-level,2021.544,89.6
2605,sea-level,2021.5712,89.9
2606,sea-level,2021.5983,90.1
2607,sea-level,2021.6255,90.2
2608,sea-level,2021.6526,90.2
2609,sea-level,2021.6798,90.2
2610,sea-level,2021.707,90.3
2611,sea-level,2021.7341,90.5
2612,sea-level,2021.7614,90.6
2613,sea-level,2021.7885,90.6
2614,sea-level,2021.8157,90.4
2615,sea-level,2021.8428,90.2
2616,sea-level,2021.87,90.1
2617,sea-level,2021.8971,90.1
2618,sea-level,2021.9243,90.2
2619,sea-level,2021.9514,90.3
2620,sea-level,2021.9786,90.6
2621,sea-level,2022.0059,91.0
2622,sea-level,2022.033,91.4
2623,sea-level,2022.0602,91.5
2624,sea-level,2022.0873,91.2
2625,sea-level,2022.1145,90.6
2626,sea-level,2022.1416,89.8
2627,sea-level,2022.1688,89.3
2628,sea-level,2022.1959,89.3
2629,sea-level,2022.2231,89.6
2630,sea-level,2022.2502,90.1
2631,sea-level,2022.2775,90.5
2632,sea-level,2022.3046,90.5
2633,sea-level,2022.3318,90.2
2634,sea-level,2022.359,89.7
2635,sea-level,2022.3861,89.3
2636,sea-level,2022.4133,89.2
2637,sea-level,2022.4404,89.6
2638,sea-level,2022.4677,90.3
2639,sea-level,2022.4948,91.0
2640,sea-level,2022.522,91.4
2641,sea-level,2022.5491,91.5
2642,sea-level,2022.5763,91.4
2643,sea-level,2022.6034,91.3
2644,sea-level,2022.6306,91.5
2645,sea-level,2022.6578,91.8
2646,sea-level,2022.6849,92.0
2647,sea-level,2022.7122,92.1
2648,sea-level,2022.7393,92.0
2649,sea-level,2022.7665,91.9
2650,sea-level,2022.7936,91.7
2651,sea-level,2022.8208,91.4
2652,sea-level,2022.8479,91.2
2653,sea-level,2022.8751,91.1
2654,sea-level,2022.9022,91.3
2655,sea-level,2022.9294,92.0
2656,sea-level,2022.9567,92.8
2657,sea-level,2022.9838,93.4
2658,sea-level,2023.011,93.7
2659,sea-level,2023.0381,93.7
2660,sea-level,2023.0653,93.6
2661,sea-level,2023.0924,93.5
2662,sea-level,2023.1196,93.4
2663,sea-level,2023.1467,93.3
2664,sea-level,2023.174,93.2
2665,sea-level,2023.201,93.1
2666,sea-level,2023.2283,92.9
2667,sea-level,2023.2555,92.7
2668,sea-level,2023.2826,92.8
2669,sea-level,2023.3098,93.3
2670,sea-level,2023.3369,94.1
2671,sea-level,2023.3641,95.0
2672,sea-level,2023.3912,96.0
2673,sea-level,2023.4185,96.8
2674,sea-level,2023.4456,97.7
2675,sea-level,2023.4728,98.5
2676,sea-level,2023.4999,99.4
2677,sea-level,2023.5271,100.3
2678,sea-level,2023.5543,101.0
2679,sea-level,2023.5814,101.6
2680,sea-level,2023.6086,101.9
2681,sea-level,2023.6357,102.0
2682,sea-level,2023.663,102.0
2683,sea-level,2023.6901,102.2
2684,sea-level,2023.7173,102.8
2685,sea-level,2023.7444,103.6
2686,sea-level,2023.7716,104.3
2687,sea-level,2023.7987,104.5
2688,sea-level,2023.8259,104.3
2689,sea-level,2023.8531,103.9
2690,sea-level,2023.8802,103.5
2691,sea-level,2023.9075,103.3
2692,sea-level,2023.9346,103.2
2693,sea-level,2023.9618,103.2
2694,sea-level,2023.9889,103.1
2695,sea-level,2024.016,103.0
2696,sea-level,2024.0431,102.9
2697,sea-level,2024.0702,103.0
2698,sea-level,2024.0973,103.3
2699,sea-level,2024.1244,103.9
2700,sea-level,2024.1515,104.7
2701,sea-level,2024.1786,105.3
2702,sea-level,2024.2057,105.6
2703,sea-level,2024.2328,105.3
2704,sea-level,2024.2599,104.6
2705,sea-level,2024.287,104.0
2706,sea-level,2024.3141,103.8
2707,sea-level,2024.3412,104.1
2708,sea-level,2024.3683,104.6
2709,sea-level,2024.3954,105.0
2710,sea-level,2024.4225,105.0
2711,sea-level,2024.4495,104.6
2712,sea-level,2024.4766,103.8
2713,sea-level,2024.5037,102.9
2714,sea-level,2024.5308,102.0
2715,sea-level,2024.5579,101.1
2716,sea-level,2024.585,100.4
2717,sea-level,2024.612,100.0
2718,sea-level,2024.6392,99.9
2719,sea-level,2024.6663,100.2
2720,sea-level,2024.6934,100.6
2721,sea-level,2024.7205,101.0
2722,sea-level,2024.7476,101.4
2723,sea-level,2024.7747,101.6
2724,sea-level,2024.8018,101.8
2725,sea-level,2024.8289,101.9
2726,sea-level,2024.856,102.1
2727,sea-level,2024.8829,102.4
2728,sea-level,2024.91,102.8
145,arctic-sea-ice,1979.0,6.903
146,arctic-sea-ice,1980.0,7.544
147,arctic-sea-ice,1981.0,6.903
148,arctic-sea-ice,1982.0,7.166
149,arctic-sea-ice,1983.0,7.221
150,arctic-sea-ice,1984.0,6.426
151,arctic-sea-ice,1985.0,6.491
152,arctic-sea-ice,1986.0,7.157
153,arctic-sea-ice,1987.0,6.963
154,arctic-sea-ice,1988.0,7.126
155,arctic-sea-ice,1989.0,6.907
156,arctic-sea-ice,1990.0,6.036
157,arctic-sea-ice,1991.0,6.302
158,arctic-sea-ice,1992.0,7.209
159,arctic-sea-ice,1993.0,6.184
160,arctic-sea-ice,1994.0,6.961
161,arctic-sea-ice,1995.0,6.027
162,arctic-sea-ice,1996.0,7.191
163,arctic-sea-ice,1997.0,6.628
164,arctic-sea-ice,1998.0,6.351
165,arctic-sea-ice,1999.0,5.757
166,arctic-sea-ice,2000.0,5.978
167,arctic-sea-ice,2001.0,6.603
168,arctic-sea-ice,2002.0,5.638
169,arctic-sea-ice,2003.0,6.007
170,arctic-sea-ice,2004.0,5.794
171,arctic-sea-ice,2005.0,5.319
172,arctic-sea-ice,2006.0,5.774
173,arctic-sea-ice,2007.0,4.155
174,arctic-sea-ice,2008.0,4.586
175,arctic-sea-ice,2009.0,5.119
176,arctic-sea-ice,2010.0,4.615
177,arctic-sea-ice,2011.0,4.344
178,arctic-sea-ice,2012.0,3.387
179,arctic-sea-ice,2013.0,5.054
180,arctic-sea-ice,2014.0,5.029
181,arctic-sea-ice,2015.0,4.433
182,arctic-sea-ice,2016.0,4.165
183,arctic-sea-ice,2017.0,4.665
184,arctic-sea-ice,2018.0,4.656
185,arctic-sea-ice,2019.0,4.192
186,arctic-sea-ice,2020.0,3.818
187,arctic-sea-ice,2021.0,4.77
188,arctic-sea-ice,2022.0,4.7
189,arctic-sea-ice,2023.0,4.23
190,arctic-sea-ice,2024.0,4.28
